date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2020-02-12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,-100
2020-02-13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,-100
2020-02-14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,-100
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,-100
2020-02-20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,-100
2020-02-21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,0,0,0,-100
2020-02-24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,-100
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,-100
2020-02-27,-3600,-2714,0,-42,-261,0,0,0,0,-1236,0,0,-201,0,0,-495,-4779,0,0,0,0,0,-2132,0,0,-1,0,0,-1135
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-04-09,0,0,0,-100,0,0,-100,-100,-100,-100,-100,0,-100,0,-100,-100,0,0,0,0,-100,0,0,0,0,0,-100,0,0
2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-11,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-12,0,0,0,-200,0,0,-200,-200,-200,-200,-200,0,-200,0,-200,-200,0,0,0,0,-200,0,0,0,0,0,-200,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-19,0,0,0,-100,0,0,-100,-100,-100,-100,-100,0,-100,0,-100,-100,0,0,0,0,-100,0,0,0,0,0,-100,0,0
2020-05-20,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-21,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-22,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-28,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-05-29,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-01,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-04,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-05,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-08,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,100,0,0,100,100,100,100,68,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-06-11,0,0,0,-1200,0,0,-1200,-1200,-1200,-1200,-1168,0,-1200,0,-1200,-1200,0,0,0,0,-1200,0,0,0,0,0,-1200,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-07-02,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-07-06,0,0,0,100,0,0,100,100,100,100,100,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,100,0,0
2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,-2,-12,7,-6,-6,3,1,6,6,-2,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-10,0,0,0,0,0,0,-2,-12,7,-6,-6,3,1,6,6,-2,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-13,0,0,0,-300,0,0,-296,-276,-314,-288,-288,-6,-302,-12,-312,-296,0,0,-12,0,-314,0,-10,-10,0,0,-308,-2,0
2020-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-16,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-17,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-20,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-23,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-24,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-27,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-30,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-07-31,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-03,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-06,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-07,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-10,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-13,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-14,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-17,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-20,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-21,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-24,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-27,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-28,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-08-31,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-03,0,0,0,0,0,0,0,0,-203,0,0,-87,-29,-174,-174,0,0,0,-174,0,-203,0,-145,-145,0,0,-116,-29,0
2020-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-10,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-11,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-14,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-17,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-18,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-21,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-24,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-25,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-28,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-10-01,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-10-02,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-10-05,0,0,0,0,0,0,0,0,7,0,0,3,1,6,6,0,0,0,6,0,7,0,5,5,0,0,4,1,0
2020-10-07,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-08,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-09,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-12,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-15,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-16,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-19,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-22,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-23,12,0,0,0,0,1,0,0,15,0,0,12,2,6,-1,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-10-26,-132,0,0,0,0,-11,0,0,-277,0,0,-180,-38,-162,-85,-187,-132,0,-129,0,-112,-374,-201,-80,0,-88,-97,-214,0
2020-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,12,0,0,0,0,1,0,0,15,0,0,12,2,6,0,17,12,0,3,0,0,34,11,0,0,8,3,18,0
2020-11-05,12,0,0,0,0,1,0,0,15,0,0,12,2,6,0,17,12,0,3,0,0,34,11,0,0,8,3,18,0
